user_id,graduate,master,other_degree,phd
18393,Trakya Üniversitesi,unkown,unkown,unkown
18394,İstanbul Üniversitesi,unkown,unkown,unkown
18395,Istanbul University,unkown,unkown,unkown
18396,Trakya Üniversitesi,unkown,unkown,unkown
18397,İstanbul Üniversitesi,unkown,unkown,unkown
18398,İstanbul Üniversitesi,unkown,unkown,unkown
18399,İzmir Ekonomi Üniversitesi,Yaşar Üniversitesi,Ankara University,unkown
18400,Anadolu Üniversitesi,Ahmet Yesevi Üniversitesi,unkown,unkown
18401,Gazi Üniversitesi,Ankara Yıldırım Beyazıt Üniversitesi,unkown,unkown
18402,İstanbul Üniversitesi,unkown,unkown,unkown
18403,İstanbul Üniversitesi,unkown,unkown,unkown
18404,Yıldız Teknik Üniversitesi,unkown,ÖZEL İKİTELLİ OSB MESLEKİ VE TEKNİK ANADOLU LİSESİ,unkown
18405,Çanakkale Onsekiz Mart University,unkown,Istanbul University,unkown
18406,İstanbul Üniversitesi,unkown,unkown,unkown
18407,unkown,unkown,İstanbul Üniversitesi,unkown
18408,Anadolu Üniversitesi,Gebze Teknik Üniversitesi,İstanbul Üniversitesi,unkown
18409,İstanbul Üniversitesi,Selçuk Üniversitesi,unkown,unkown
18410,Düzce Üniversitesi,unkown,unkown,unkown
18411,Istanbul University,unkown,Anadolu University,unkown
18412,Beykent University,unkown,unkown,unkown
18413,Yıldız Teknik Üniversitesi,unkown,unkown,unkown
18414,İstanbul Üniversitesi,unkown,Rami Atatürk Anadolu Lisesi,unkown
18415,Anadolu University,Beykent University,unkown,unkown
18416,İstanbul Üniversitesi,unkown,unkown,unkown
18417,Istanbul University,Marmara University,Istanbul Cagaloglu Anadolu Lisesi,unkown
18418,Düzce Üniversitesi,unkown,unkown,unkown
18419,İstanbul Üniversitesi,unkown,unkown,unkown
18420,İstanbul Üniversitesi,unkown,unkown,unkown
18421,Kocaeli Üniversitesi,unkown,unkown,unkown
18422,İstanbul Üniversitesi,unkown,Kocaeli Üniversitesi,unkown
18423,Eskişehir Teknik Üniversitesi,unkown,Ayrancı Ticaret ve Teknik Anadolu Meslek Lisesi,unkown
18424,İstanbul Üniversitesi,unkown,unkown,unkown
18425,Karadeniz Teknik Üniversitesi,unkown,unkown,unkown
18426,unkown,unkown,İstanbul Üniversitesi,unkown
18427,Istanbul University,unkown,unkown,unkown
18428,İstanbul Üniversitesi,unkown,unkown,unkown
18429,İstanbul Üniversitesi,unkown,unkown,unkown
18430,İstanbul Üniversitesi,unkown,unkown,unkown
18431,Mogadishu University,İstanbul Üniversitesi,"Open University ,Malesia",unkown
18432,İstanbul Üniversitesi,unkown,Kocaeli Üniversitesi,unkown
18433,Gazi Üniversitesi,unkown,unkown,unkown
18434,Istanbul University,unkown,İstanbul Üniversitesi,unkown
18435,İstanbul Üniversitesi,unkown,unkown,unkown
18436,Adnan Menderes University,unkown,unkown,unkown
18437,İzmir Yüksek Teknoloji Enstitüsü,unkown,unkown,unkown
18438,İstanbul Üniversitesi,unkown,unkown,unkown
18439,İstanbul Üniversitesi,unkown,unkown,unkown
18440,İstanbul Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18441,İstanbul Üniversitesi,unkown,unkown,unkown
18442,İstanbul Üniversitesi,unkown,unkown,unkown
18443,İstanbul Üniversitesi,unkown,Marmara University,unkown
18444,İstanbul Üniversitesi,unkown,unkown,unkown
18445,İstanbul Kültür Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18446,İstanbul Üniversitesi,unkown,unkown,unkown
18447,Istanbul University,unkown,unkown,unkown
18448,De Montfort University,unkown,Free Code Camp,unkown
18449,Istanbul University,Istanbul University,unkown,unkown
18450,İstanbul Üniversitesi,unkown,unkown,unkown
18451,İstanbul Üniversitesi,unkown,unkown,unkown
18452,unkown,İstanbul Üniversitesi,unkown,unkown
18453,İstanbul Üniversitesi,unkown,unkown,unkown
18454,Pamukkale Üniversitesi,unkown,unkown,unkown
18455,Erciyes Üniversitesi,unkown,unkown,unkown
18456,İstanbul Üniversitesi,unkown,unkown,unkown
18457,Istanbul University,unkown,unkown,unkown
18458,Istanbul University,unkown,unkown,unkown
18459,İstanbul University,unkown,unkown,unkown
18460,İstanbul Üniversitesi / Istanbul University,unkown,unkown,unkown
18461,İstanbul Üniversitesi,unkown,unkown,unkown
18462,Bahçeşehir University,unkown,Pendik Alparslan Anadolu High School,unkown
18463,İstanbul Üniversitesi,Boğaziçi Üniversitesi,IMD Business School,unkown
18464,İstanbul Üniversitesi,unkown,unkown,unkown
18465,Istanbul University,unkown,Ataturk University,unkown
18466,İstanbul Üniversitesi,unkown,unkown,unkown
18467,İstanbul Üniversitesi,unkown,unkown,unkown
18468,İstanbul Üniversitesi,unkown,unkown,unkown
18469,İstanbul Üniversitesi,unkown,unkown,unkown
18470,Istanbul Technical University,Istanbul University,unkown,unkown
18471,Istanbul University,Pamukkale Üniversitesi,Microverse,Sakarya University
18472,Marmara University,unkown,unkown,unkown
18473,İstanbul Üniversitesi,unkown,unkown,unkown
18474,Yıldız Teknik Üniversitesi,unkown,İstanbul Üniversitesi,unkown
18475,unkown,unkown,Istanbul University,unkown
18476,İstanbul Teknik Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18477,Kocaeli Üniversitesi,unkown,İstanbul Üniversitesi,unkown
18478,unkown,Istanbul University,unkown,unkown
18479,İstanbul Üniversitesi,unkown,unkown,unkown
18480,İstanbul Üniversitesi,unkown,unkown,unkown
18481,İstanbul Üniversitesi,unkown,unkown,unkown
18482,Osmaniye Korkut Ata University,unkown,İstanbul University,unkown
18483,Santa Monica College,unkown,Istanbul University,unkown
18484,Istanbul University,unkown,Pertevniyal Anadolu Lisesi,unkown
18485,BilgeAdam,unkown,İstanbul Üniversitesi,unkown
18486,İstanbul Üniversitesi,unkown,unkown,unkown
18487,İstanbul Üniversitesi,unkown,unkown,unkown
18488,Anadolu Üniversitesi,İstanbul Üniversitesi,Meridyen Bilişim,unkown
18489,Yıldız Teknik Üniversitesi,unkown,unkown,unkown
18490,İstanbul Üniversitesi,unkown,unkown,unkown
18491,İstanbul Üniversitesi,unkown,unkown,unkown
18492,Istanbul University,unkown,İstanbul Atatürk Fen Lisesi,unkown
18493,Anadolu Üniversitesi,unkown,unkown,unkown
18494,UC Berkeley University,İstanbul Bilgi Üniversitesi,unkown,unkown
18495,İstanbul Aydın Üniversitesi,Yıldız Teknik Üniversitesi,unkown,unkown
18496,Yıldız Teknik Üniversitesi,unkown,Kazım İşmen Anadolu Lisesi,unkown
18497,İstanbul Aydın Universitesi,unkown,İstanbul Üniversitesi,unkown
18498,Istanbul University,unkown,unkown,unkown
18499,Istanbul University,unkown,Dedeman High School,unkown
18500,İstanbul Üniversitesi,unkown,unkown,unkown
18501,unkown,İstanbul Üniversitesi,unkown,unkown
18502,İstanbul Üniversitesi,unkown,unkown,unkown
18503,İstanbul Aydın Universitesi,unkown,unkown,unkown
18504,İstanbul Üniversitesi,unkown,unkown,unkown
18505,unkown,unkown,Anadolu Üniversitesi,unkown
18506,Fatih University,Istanbul University,unkown,unkown
18507,Beykent Üniversitesi,unkown,İstanbul Üniversitesi / Istanbul University,unkown
18508,Anadolu University,unkown,Sakarya University,unkown
18509,Ain Shams University,Üsküdar Üniversitesi,Information Technology Institute (ITI),unkown
18510,Istanbul University,unkown,unkown,unkown
18511,Istanbul University,unkown,unkown,unkown
18512,Istanbul University,unkown,unkown,unkown
18513,Trakya University,unkown,unkown,unkown
18514,İstanbul Üniversitesi,unkown,unkown,unkown
18515,Istanbul Üniversitesi,unkown,unkown,unkown
18516,Istanbul University,unkown,unkown,unkown
18517,İstanbul Üniversitesi,unkown,unkown,unkown
18518,istanbul aydın üniversitesi,unkown,Özel Beşiktaş Jimnastik Kulübü Lisesi,unkown
18519,Istanbul University,unkown,unkown,unkown
18520,Kadirga Anatolian Vocational High School,unkown,Istanbul University,unkown
18521,Istanbul Üniversitesi,Boğaziçi Üniversitesi / Bogazici University,unkown,unkown
18522,Beykent Üniversitesi,unkown,unkown,unkown
18523,Kodcu.com,unkown,Istanbul University,unkown
18524,Kadir Has Üniversitesi,Kadir Has Üniversitesi,unkown,unkown
18525,Higher Institute of Applied Sciences and Technology,Syrian Virtual University (SVU),Istanbul University,unkown
18526,Istanbul University,unkown,Lansing Community College,unkown
18527,Tekirdağ Anadolu Lisesi,unkown,unkown,unkown
18528,Anadolu Üniversitesi,İstanbul Üniversitesi,Anadolu Üniversitesi,unkown
18529,Bahçeşehir Üniversitesi,Istanbul University,unkown,unkown
18530,İstanbul Üniversitesi,unkown,unkown,unkown
18531,Anadolu University,"San Francisco State University, College of Business",unkown,unkown
18532,Istanbul University,unkown,FMV Özel Ayazağa Işık Lisesi,unkown
18533,İstanbul Üniversitesi,unkown,unkown,unkown
18534,Istanbul University,Boğaziçi University,unkown,unkown
18535,İstanbul Üniversitesi,unkown,Gazi Üniversitesi,unkown
18536,Karabuk University,unkown,unkown,unkown
18537,İstanbul Üniversitesi,unkown,unkown,unkown
18538,İstanbul Üniversitesi,unkown,unkown,unkown
18539,İstanbul Üniversitesi,unkown,unkown,unkown
18540,İstanbul Üniversitesi,unkown,unkown,unkown
18541,Netkent Akdeniz Araştırma ve Bilim Üniversitesi,unkown,İstanbul Üniversitesi / Istanbul University,unkown
18542,Marmara Üniversitesi,İstanbul Üniversitesi,Afyonkarahisar Anadolu Öğretmen Lisesi,unkown
18543,İstanbul Ticaret Üniversitesi,unkown,unkown,unkown
18544,Istanbul University,unkown,Istanbul University,unkown
18545,Anadolu Üniversitesi,Fatih Sultan Mehmet Üniversitesi,unkown,unkown
18546,Istanbul University,unkown,unkown,unkown
18547,Anadolu University,unkown,Istanbul University,unkown
18548,Anadolu Üniversitesi,unkown,Kastamonu Üniversitesi,unkown
18549,Istanbul University,unkown,Zonguldak Karaelmas Üniversitesi,unkown
18550,İstanbul Üniversitesi,unkown,unkown,unkown
18551,İstanbul Üniversitesi,unkown,Haydarpaşa Anadolu Lisesi,unkown
18552,Anadolu Üniversitesi,unkown,Handan & Hayrettin Yelkikanat Mesleki ve Teknik Anadolu Lisesi,unkown
18553,İstanbul Üniversitesi,unkown,unkown,unkown
18554,unkown,Technical University of Sofia,İstanbul Üniversitesi,unkown
18555,Netkent Akdeniz Araştırma ve Bilim Üniversitesi,Okan University,unkown,unkown
18556,İstanbul Üniversitesi,unkown,unkown,unkown
18557,Istanbul University,unkown,unkown,unkown
18558,Ahmet Yesevi Üniversitesi,İstanbul Üniversitesi,Küçükköy Teknik Lisesi,unkown
18559,unkown,Maltepe Üniversitesi,Abant İzzet Baysal Üniversitesi,unkown
18560,Istanbul University,unkown,unkown,unkown
18561,İstanbul Üniversitesi / Istanbul University,unkown,unkown,unkown
18562,Anadolu Üniversitesi,unkown,İstanbul Üniversitesi,unkown
18563,Gebze Technical University,unkown,unkown,unkown
18564,Istanbul University,unkown,unkown,unkown
18565,İstanbul Üniversitesi,unkown,unkown,unkown
18566,İstanbul Üniversitesi,unkown,İstanbul Üniversitesi / Istanbul University,unkown
18567,İstanbul Üniversitesi,unkown,unkown,unkown
18568,unkown,unkown,Istanbul University,unkown
18569,İstanbul Üniversitesi,İstanbul Teknik Üniversitesi,Cumhuriyet Anadolu Lisesi,unkown
18570,unkown,unkown,Istanbul University,unkown
18571,Kocaeli University,Gebze Technical University,unkown,unkown
18572,Gazi Üniversitesi,Middle East Technical University,unkown,unkown
18573,Istanbul University,unkown,unkown,unkown
18574,İstanbul Üniversitesi,unkown,unkown,unkown
18575,unkown,İstanbul Teknik Üniversitesi,İstanbul Üniversitesi,unkown
18576,Istanbul University,unkown,unkown,unkown
18577,İstanbul Teknik Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18578,Istanbul University,Marmara University,unkown,unkown
18579,İstanbul Üniversitesi,unkown,unkown,unkown
18580,İstanbul Üniversitesi,unkown,unkown,unkown
18581,unkown,Istanbul University,unkown,unkown
18582,Sakarya Üniveristesi,unkown,Marmara Üniversitesi,unkown
18583,Istanbul University,unkown,unkown,unkown
18584,İstanbul Üniversitesi,unkown,unkown,unkown
18585,Bilgeadam Academy,unkown,unkown,unkown
18586,İstanbul Üniversitesi,unkown,Ataturk University,unkown
18587,Istanbul Technical University,Istanbul University,unkown,unkown
18588,Anadolu Üniversitesi,unkown,Istanbul University,unkown
18589,İstanbul Üniversitesi,unkown,Mehmet Akif Ersoy Üniversitesi,unkown
18590,Istanbul University,unkown,unkown,unkown
18591,Altınbaş Üniversitesi,Beykent Üniversitesi,unkown,unkown
18592,İstanbul Bilgi Üniversitesi,unkown,unkown,unkown
18593,Istanbul University,unkown,Pertevniyal High School,unkown
18594,İstanbul Üniversitesi,Marmara Üniversitesi,İSTANBUL - EYÜP - Halis Kutmangil Çok Programlı Anadolu Lisesi,unkown
18595,Selçuk Üniversitesi,unkown,İstanbul Üniversitesi,unkown
18596,İstanbul Üniversitesi,unkown,unkown,unkown
18597,Anadolu Üniversitesi,unkown,Istanbul University,unkown
18598,Anadolu Üniversitesi,unkown,Bilge Adam,unkown
18599,unkown,unkown,Anadolu Üniversitesi,unkown
18600,İstanbul Moda Akademisi,Istanbul University,Pendik Anadolu lisesi,unkown
18601,Marmara Üniversitesi,unkown,unkown,unkown
18602,Istanbul University,Marmara Üniversitesi,unkown,unkown
18603,İstanbul Üniversitesi,unkown,unkown,unkown
18604,İstanbul Üniversitesi,unkown,unkown,unkown
18605,Kocaeli Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18606,unkown,unkown,Anadolu Üniversitesi,unkown
18607,Beykent Üniversitesi,unkown,unkown,unkown
18608,İstanbul Teknik Üniversitesi,Istanbul University,Ankara University,unkown
18609,unkown,unkown,Istanbul Technical University,unkown
18610,Bahcesehir University,Istanbul Bilgi University,unkown,unkown
18611,İstanbul Üniversitesi,İstanbul Üniversitesi-Cerrahpaşa,unkown,unkown
18612,İstanbul Üniversitesi,unkown,unkown,unkown
18613,Altınbaş Üniversitesi,unkown,unkown,unkown
18614,unkown,unkown,İstanbul Üniversitesi,unkown
18615,İstanbul Üniversitesi,unkown,unkown,unkown
18616,unkown,unkown,İstanbul Üniversitesi,unkown
18617,Anadolu Üniversitesi,Ahmet Yesevi Üniversitesi,İstanbul Üniversitesi,unkown
18618,İstanbul Üniversitesi,unkown,unkown,unkown
18619,İstanbul University,unkown,unkown,unkown
18620,unkown,unkown,İstanbul Üniversitesi,unkown
18621,Anadolu Üniversitesi,unkown,İstanbul Üniversitesi,unkown
18622,King Street College London/UK,unkown,Edwards Language School  London/UK,unkown
18623,İstanbul Üniversitesi,unkown,unkown,unkown
18624,Anadolu University,unkown,unkown,unkown
18625,Istanbul University,unkown,unkown,unkown
18626,İstanbul Üniversitesi,unkown,unkown,unkown
18627,Istanbul University,unkown,unkown,unkown
18628,Istanbul University,unkown,unkown,unkown
18629,Anadolu Üniversitesi,unkown,unkown,unkown
18630,Instituto Cervantes de Estambul,Galatasaray Üniversitesi,"Istituto Italiano di Cultura, İstanbul ",unkown
18631,İstanbul Gedik Üniversitesi,unkown,unkown,unkown
18632,unkown,unkown,Istanbul University,unkown
18633,Istanbul University,unkown,unkown,unkown
18634,İstanbul Üniversitesi,University of Surrey,unkown,unkown
18635,İstanbul Üniversitesi,Kastamonu Üniversitesi,Sırrı Yırcalı Anadolu Lisesi,unkown
18636,İstanbul Üniversitesi,unkown,unkown,unkown
18637,Istanbul University,Beykent Üniversitesi,unkown,unkown
18638,Anadolu Üniversitesi,unkown,unkown,unkown
18639,İstanbul Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18640,İstanbul Üniversitesi,unkown,unkown,unkown
18641,UC Berkeley University,İstanbul Bilgi Üniversitesi,unkown,unkown
18642,Anadolu University,unkown,unkown,unkown
18643,Yeditepe Üniversitesi,Marmara Üniversitesi,Dr. Nureddin Erk - Perihan Erk Anadolu Teknik ve Endüstri Meslek Lisesi,unkown
18644,Istanbul University,unkown,unkown,unkown
18645,İstanbul Aydın Universitesi,unkown,unkown,unkown
18646,Istanbul University,unkown,Dedeman High School,unkown
18647,Fırat Üniversitesi,İstanbul Üniversitesi,HARPUT MUSİKİ KONSERVATUVARI VE CEMİYETİ( HARPUT Music Conservatory),unkown
18648,Anadolu University,Istanbul Bilgi University,Istanbul University,unkown
18649,İstanbul Üniversitesi,Beykent Üniversitesi,unkown,unkown
18650,İstanbul Üniversitesi,unkown,unkown,unkown
18651,İstanbul Üniversitesi,Politechnika Warszawska,unkown,unkown
18652,Istanbul Üniversitesi,Bahçeşehir Üniversitesi,unkown,unkown
18653,Istanbul University,unkown,Anadolu Üniversitesi,unkown
18654,Istanbul University,unkown,unkown,unkown
18655,Istanbul University,unkown,unkown,unkown
18656,İstanbul Üniversitesi,unkown,unkown,unkown
18657,İstanbul Üniversitesi,Yeditepe University,Boğaziçi University,unkown
18658,Kırıkkale Üniversitesi,Marmara Üniversitesi,Sakarya Üniversitesi,unkown
18659,İstanbul Üniversitesi,Boğaziçi Üniversitesi,IMD Business School,unkown
18660,Anadolu Üniversitesi,unkown,unkown,unkown
18661,İstanbul Üniversitesi,unkown,Reha Midilli Anadolu Lisesi,unkown
18662,İstanbul Üniversitesi,unkown,unkown,unkown
18663,İstanbul Üniversitesi,unkown,Florya Tevfik Ercan Anadolu Lisesi,unkown
18664,Istanbul Sabahattin Zaim University,unkown,unkown,unkown
18665,unkown,İstanbul Üniversitesi,Vefa Lisesi,unkown
18666,İstanbul Üniversitesi,İstanbul Üniversitesi,Bakirköy Anadolu Ticaret Meslek Lisesi,unkown
18667,İstanbul Üniversitesi,İstanbul Üniversitesi,Sultanahmet E.M.L,unkown
18668,İstanbul Üniversitesi,unkown,unkown,unkown
18669,İstanbul Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18670,Çankırı Karatekin Üniversitesi,unkown,unkown,unkown
18671,Ankara University Faculty of Law,Istanbul University Social Sciences Institute,unkown,Universidade Nova de Lisboa
18672,İstanbul Üniversitesi,unkown,unkown,unkown
18673,İstanbul Üniversitesi,unkown,unkown,unkown
18674,Istanbul University,Pamukkale Üniversitesi,Microverse,Sakarya University
18675,Eastern Mediterranean University,İstanbul Üniversitesi,Gazi Üniversitesi,unkown
18676,Istanbul University,unkown,unkown,unkown
18677,Anadolu Üniversitesi,İstanbul Üniversitesi,Meridyen Bilişim,unkown
18678,İstanbul Üniversitesi,unkown,unkown,unkown
18679,Beykent Üniversitesi,unkown,unkown,unkown
18680,İstanbul Üniversitesi,Politechnika Łódzka,Bahçelievler DedeKorkut Anadolu Lisesi,unkown
18681,Dokuz Eylül Üniversitesi,unkown,unkown,unkown
18682,İstanbul Üniversitesi,unkown,unkown,unkown
18683,Dokuz Eylül Üniversitesi,unkown,unkown,unkown
18684,İstanbul Üniversitesi,unkown,unkown,unkown
18685,unkown,"University of Wales, Cardiff",unkown,Istanbul University
18686,BilgeAdam,unkown,İstanbul Üniversitesi,unkown
18687,Istanbul University,unkown,Marmara University,unkown
18688,Boğaziçi University,Boğaziçi Üniversitesi / Bosphorus University,Istanbul University,unkown
18689,Trakya Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18690,University of the People,unkown,Istanbul University,unkown
18691,İstanbul Üniversitesi,unkown,unkown,unkown
18692,İstanbul Üniversitesi,unkown,unkown,unkown
18693,Anadolu University,unkown,Marmara University,unkown
18694,Bülent Ecevit University,Politechnika Warszawska,İstanbul Üniversitesi,unkown
18695,İstanbul Üniversitesi,Düzce Üniversitesi,unkown,Düzce Üniversitesi
18696,Damascus University,Damascus University,unkown,Istanbul University
18697,İstanbul Üniversitesi,unkown,unkown,unkown
18698,Silivri Lisesi,Selçuk Üniversitesi,unkown,unkown
18699,Anadolu Üniversitesi,unkown,unkown,unkown
18700,Anadolu Üniversitesi,unkown,Istanbul University,unkown
18701,Eskişehir Üniversitesi,unkown,unkown,unkown
18702,Muğla Sıtkı Koçman University,unkown,unkown,unkown
18703,Istanbul Üniversitesi,unkown,unkown,unkown
18704,Istanbul University,Marmara University,Istanbul Cagaloglu Anadolu Lisesi,unkown
18705,İstanbul Üniversitesi,unkown,unkown,unkown
18706,İstanbul Üniversitesi,unkown,unkown,unkown
18707,İstanbul Teknik Üniversitesi,Ankara Üniversitesi,unkown,unkown
18708,İstanbul Üniversitesi,unkown,unkown,unkown
18709,İstanbul Üniversitesi,unkown,unkown,unkown
18710,İstanbul Üniversitesi,Beykent Üniversitesi,unkown,unkown
18711,İstanbul Üniversitesi,Selçuk Üniversitesi,unkown,unkown
18712,İstanbul Üniversitesi,unkown,unkown,unkown
18713,İstanbul Kültür Üniversitesi,unkown,unkown,unkown
18714,Istanbul University,unkown,unkown,unkown
18715,unkown,unkown,Istanbul University,unkown
18716,İstanbul Üniversitesi,"Zirve University, Gaziantep, Turkey",Mersin Üniversitesi,unkown
18717,Trakya unıversity,Fırat Unıversity.,unkown,unkown
18718,Kadirga Anatolian Vocational High School,unkown,Istanbul University,unkown
18719,İstanbul Üniversitesi,unkown,Sakarya Üniversitesi,unkown
18720,unkown,İstanbul Teknik Üniversitesi,İstanbul Üniversitesi,unkown
18721,İstanbul Üniversitesi,unkown,unkown,unkown
18722,Yıldız Teknik Üniversitesi / Yildiz Technical University,İstanbul Üniversitesi,unkown,unkown
18723,Istanbul University,unkown,unkown,unkown
18724,Istanbul University,unkown,unkown,unkown
18725,İstanbul Üniversitesi,unkown,unkown,unkown
18726,Istanbul University,unkown,Sakarya University,unkown
18727,Istanbul University,unkown,unkown,unkown
18728,İstanbul Üniversitesi,unkown,unkown,unkown
18729,İstanbul Teknik Üniversitesi,Ankara Üniversitesi,unkown,unkown
18730,Anadolu University,"San Francisco State University, College of Business",unkown,unkown
18731,İstanbul Üniversitesi,unkown,unkown,unkown
18732,unkown,unkown,Anadolu Üniversitesi,unkown
18733,unkown,unkown,Istanbul University,unkown
18734,Istanbul University,unkown,İstanbul Üniversitesi,unkown
18735,University of the People,unkown,Istanbul University,unkown
18736,Eskişehir Üniversitesi,unkown,unkown,unkown
18737,Eastern Mediterranean University,İstanbul Üniversitesi,Gazi Üniversitesi,unkown
18738,İstanbul Aydın Universitesi,unkown,İstanbul Üniversitesi,unkown
18739,İstanbul Üniversitesi,İstanbul Üniversitesi,unkown,unkown
18740,Santa Monica College,unkown,Istanbul University,unkown
18741,İstanbul Üniversitesi,unkown,unkown,unkown
18742,Istanbul University,Marmara University,Istanbul Cagaloglu Anadolu Lisesi,unkown
18743,İstanbul Üniversitesi,unkown,unkown,unkown
18744,İstanbul Üniversitesi,Selçuk Üniversitesi,unkown,unkown
18745,İstanbul Üniversitesi,unkown,unkown,unkown
18746,İstanbul Üniversitesi,unkown,unkown,unkown
18747,İstanbul Üniversitesi,Orta Doğu Teknik Üniversitesi,unkown,unkown
18748,Instituto Cervantes de Estambul,Galatasaray Üniversitesi,"Istituto Italiano di Cultura, İstanbul ",unkown
18749,Istanbul University,unkown,unkown,unkown
18750,Istanbul University,unkown,Pertevniyal Anadolu Lisesi,unkown
18751,Istanbul University,unkown,unkown,unkown
18752,İstanbul Üniversitesi,unkown,unkown,unkown
18753,Beykent Üniversitesi,unkown,İstanbul Üniversitesi / Istanbul University,unkown
18754,UC Berkeley University,İstanbul Bilgi Üniversitesi,unkown,unkown
18755,İstanbul Üniversitesi,unkown,unkown,unkown
18756,Istanbul University,unkown,İstanbul Atatürk Fen Lisesi,unkown
18757,Anadolu Üniversitesi,unkown,unkown,unkown
18758,unkown,İstanbul Üniversitesi,unkown,unkown
18759,Santa Monica College,unkown,Istanbul University,unkown
18760,Fırat Üniversitesi,İstanbul Üniversitesi,HARPUT MUSİKİ KONSERVATUVARI VE CEMİYETİ( HARPUT Music Conservatory),unkown
18761,unkown,Birmingham Business School,Istanbul University,İstanbul Üniversitesi
18762,unkown,unkown,Anadolu Üniversitesi,unkown
18763,İstanbul Üniversitesi,Yeditepe University,Boğaziçi University,unkown
18764,İstanbul Üniversitesi,unkown,unkown,unkown
18765,Trakya University,unkown,unkown,unkown
18766,Istanbul Üniversitesi,Bahçeşehir Üniversitesi,unkown,unkown
18767,unkown,unkown,Istanbul University,unkown
18768,Istanbul University,unkown,unkown,unkown
18769,İstanbul Üniversitesi,unkown,unkown,unkown
18770,İstanbul Üniversitesi,unkown,unkown,unkown
18771,Silivri Lisesi,Selçuk Üniversitesi,unkown,unkown
18772,Istanbul University,unkown,Pertevniyal Anadolu Lisesi,unkown
18773,Santa Monica College,unkown,Istanbul University,unkown
18774,Boğaziçi University,Boğaziçi Üniversitesi / Bosphorus University,Istanbul University,unkown
18775,Gebze Teknik Üniversitesi,unkown,unkown,unkown
18776,Istanbul Technical University,İstanbul Üniversitesi,unkown,unkown
18777,Istanbul University Faculty of  Literature,unkown,unkown,Istanbul   University  Cerrahpaşa Faculty of Medicine
18778,İstanbul Üniversitesi,Yeditepe University,Boğaziçi University,unkown
18779,Üsküdar Üniversitesi,unkown,unkown,unkown
18780,Ankara University Faculty of Law,Istanbul University Social Sciences Institute,unkown,Universidade Nova de Lisboa
18781,Boğaziçi University,Boğaziçi Üniversitesi / Bosphorus University,Istanbul University,unkown
18782,İstanbul Teknik Üniversitesi,Ankara Üniversitesi,unkown,unkown
18783,Santa Monica College,unkown,Istanbul University,unkown
18784,Istanbul University,unkown,unkown,unkown
18785,unkown,"University of Wales, Cardiff",unkown,Istanbul University
18786,UC Berkeley University,İstanbul Bilgi Üniversitesi,unkown,unkown
18787,Istanbul Technical University,İstanbul Üniversitesi,unkown,unkown
18788,Istanbul University,unkown,İstanbul Üniversitesi,unkown
18789,İstanbul Üniversitesi,unkown,unkown,unkown
18790,İstanbul Üniversitesi,unkown,unkown,unkown
18791,unkown,unkown,İstanbul Üniversitesi,unkown
18792,İstanbul Üniversitesi,Orta Doğu Teknik Üniversitesi,unkown,unkown
18793,İstanbul Üniversitesi,unkown,unkown,unkown
18794,Istanbul University,unkown,Lansing Community College,unkown
18795,İstanbul Üniversitesi,unkown,unkown,unkown
18796,İstanbul Üniversitesi,unkown,unkown,unkown
18797,unkown,Birmingham Business School,Istanbul University,İstanbul Üniversitesi
18798,unkown,İstanbul Üniversitesi,Vefa Lisesi,unkown
18799,Istanbul University,unkown,unkown,unkown
18800,Anadolu Üniversitesi,unkown,İstanbul Üniversitesi,unkown
18801,İstanbul Üniversitesi,unkown,unkown,unkown
18802,İstanbul Üniversitesi,unkown,unkown,unkown
18803,İstanbul Üniversitesi,unkown,unkown,unkown
18804,İstanbul Üniversitesi,unkown,Reha Midilli Anadolu Lisesi,unkown
18805,Fırat Üniversitesi,İstanbul Üniversitesi,HARPUT MUSİKİ KONSERVATUVARI VE CEMİYETİ( HARPUT Music Conservatory),unkown
18806,İstanbul Üniversitesi,unkown,unkown,unkown
18807,Istanbul University,unkown,Ahmet Rasim Anadolu Lisesi,unkown
18808,İstanbul Üniversitesi,unkown,unkown,unkown
18809,Eastern Mediterranean University,İstanbul Üniversitesi,Gazi Üniversitesi,unkown
18810,unkown,unkown,Istanbul University,unkown
18811,Istanbul University,unkown,Pertevniyal Anadolu Lisesi,unkown
18812,Silivri Lisesi,Selçuk Üniversitesi,unkown,unkown
18813,İstanbul Aydın Universitesi,unkown,İstanbul Üniversitesi,unkown
18814,Istanbul Üniversitesi,unkown,unkown,unkown
18815,University of Turkish Aeronautical Association,İstanbul Üniversitesi,unkown,unkown
18816,Turkish-German University,unkown,Hayrullah Kefoğlu Anatolian High School,unkown
18817,İstanbul Üniversitesi,unkown,unkown,unkown
18818,Bahçeşehir Üniversitesi,unkown,unkown,unkown
18819,İstanbul Üniversitesi,unkown,unkown,unkown
18820,İstanbul Üniversitesi,unkown,unkown,unkown
18821,İstanbul Üniversitesi,unkown,İbrahim Turhan Anadolu Lisesi,unkown
